Symbol,Tick,Company
TCS,TCS IS,TATA CONSULTANCY SVCS LTD
TATAINVEST,TICL IS,TATA INVESTMENT CORP LTD
TATAPOWER,TPWR IS,TATA POWER CO LTD
TTML,TTLS IS,TATA TELESERVICES MAHARASHTR
TCNSBRANDS,TCNSBR IS,TCNS CLOTHING CO LTD
TECHNOE,TECHNOE IS,TECHNO ELECTRIC & ENGINEERIN
TIIL,TIIL IS,TECHNOCRAFT INDUSTRIES INDIA
TECILCHEM,TECI IS,TECIL CHEMICALS & HYDRO POWE
TEXINFRA,TXM IS,TEXMACO INFRASTRUCTURE & HOL
TEXRAIL,TXMRE IS,TEXMACO RAIL & ENGINEERING L
THANGAMAYL,TJL IS,THANGA MAYIL JEWELLERY LTD
THEJO,THEL IS,THEJO ENGINEERING LTD
THOMASCOOK,TC IS,THOMAS COOK (INDIA) LTD
THOMASCOTT,THOM IS,THOMAS SCOTT INDIA LTD
TIDEWATER,TWO IS,TIDE WATER OIL CO INDIA LTD
TINPLATE,TPC IS,TINPLATE CO OF INDIA LTD
TIRUPATIFL,TIRUPIFL IS,TIRUPATI FORGE LTD
TITAN,TTAN IS,TITAN CO LTD
TODAYS,TWPL IS,TODAY'S WRITING INSTRUMENTS
TOKYOPLAST,TPIT IS,TOKYO PLAST INTERNATIONAL
TOTAL,TOTAL IS,TOTAL TRANSPORT SYSTEMS LTD
TOUCHWOOD,TOUCHWD IS,TOUCHWOOD ENTERTAINMENT LTD
TFCILTD,TFCI IS,TOURISM FINANCE CORP INDIA
TRIL,TRIL IS,TRANSFORMERS & RECTIFIERS IN
TCI,TRPC IS,TRANSPORT CORP OF INDIA LTD
TRANSWIND,TRWND IS,TRANSWIND INFRASTRUCTURES LT
TREADS,TREAD IS,TREADSDIRECT LTD
TREEHOUSE,THEAL IS,TREE HOUSE EDUCATION AND ACC
TBZ,TBZL IS,TRIBHOVANDAS BHIMJI ZAVERI L
TRIVENI,TRE IS,TRIVENI ENGINEERING & INDUS
TTL,TTXK IS,TT LTD
TIINDIA,TIINDIA IS,TUBE INVESTMENTS OF INDIA LT
TULSI,TULS IS,TULSI EXTRUSIONS LTD
TVSMOTOR,TVSL IS,TVS MOTOR CO LTD
21STCENMGM,TWCMS IS,TWENTYFIRST CENTURY MANAGEMT
UGARSUGAR,UGSW IS,UGAR SUGAR WORKS LTD
UJJIVAN,UJJIVAN IS,UJJIVAN FINANCIAL SERVICES L
UWCSL,UWCSL IS,ULTRA WIRING CONNECTIVITY SY
UNIIFO,UNIINFO IS,UNIINFO TELECOM SERVICES LTD
UNITEDTEA,UNTEA IS,UNITED NILGIRI TEA ESTATES
UNITEDPOLY,UPGL IS,UNITED POLYFAB GUJARAT LTD
UNIVASTU,UNIVASTU IS,UNIVASTU INDIA LTD
URAVI,URAVI IS,URAVI T AND WEDGE LAMPS LTD
UCL,USHCL IS,USHANTI COLOUR CHEM LTD
USHERAGRO,UAL IS,USHER AGRO LTD
GOLDSHARE,UTIGOL IS,UTI GOLD EXCHANGE TRADED FND
VIPIND,VIP IS,V.I.P. INDUSTRIES LTD
VSCL,VSCHL IS,VADIVARHE SPECIALITY CHEMICA
VAISHALI,VAISHALI IS,VAISHALI PHARMA LTD
VALECHAENG,VLCE IS,VALECHA ENGINEERING LTD
VALUEIND,VALI IS,VALUE INDUSTRIES LIMIITED
VASA,VASA IS,VASA RETAIL & OVERSEAS LTD
VERA,VERASL IS,VERA SYNTHETIC LTD
VERTOZ,VERTOZ IS,VERTOZ ADVERTISING LTD
VETO,VSCL IS,VETO SWITCHGEARS AND CABLES
VIDHIING,VSFI IS,VIDHI SPECIALTY FOOD INGREDI
VIJSHAN,VSB IS,VIJAY SHANTHI BUILDERS LTD
VINNY,VINNY IS,VINNY OVERSEAS LTD
VISUINTL,VIL IS,VISU INTERNATIONAL LTD
VMART,VMART IS,VMART RETAIL LTD
VSTTILLERS,VSTT IS,VST TILLERS TRACTORS LTD
WSI,WSI IS,W S INDUSTRIES INDIA LTD
WALCHANNAG,WI IS,WALCHANDNAGAR INDUSTRIES
WEALTH,WEALTH IS,WEALTH FIRST PORTFOLIO MANAG
WELENT,WEL IS,WELSPUN ENTERPRISES LTD/NEW
WELINV,WICL IS,WELSPUN INVESTMENT & COMMERC
WENDT,WNDT IS,WENDT INDIA LTD
WIPL,WIPL IS,WESTERN INDIA PLYWOODS LTD
WILLAMAGOR,WMC IS,WILLIAMSON MAGOR & CO LTD
WORTH,WORTH IS,WORTH PERIPHERALS LTD
XELPMOC,XELP IS,XELPMOC DESIGN & TECH LTD
ZEEL,Z IS,ZEE ENTERTAINMENT ENTERPRISE
ZENITHBIR,ZB IS,ZENITH BIRLA INDIA LTD
ZICOM,ZSS IS,ZICOM ELECTRONIC SECURITY
ZODIACLOTH,ZDC IS,ZODIAC CLOTHING COMPANY
ZODIAC,ZODIAC IS,ZODIAC ENERGY LTD
ZODJRDMKJ,ZJM IS,ZODIAC-JRD-MKJ LTD
ZOTA,ZOTA IS,ZOTA HEALTH CARE LTD
ZYLOG,ZSL IS,ZYLOG SYSTEMS LTD
